Date,State,Latitude,Longitude,CLOUD_AMT,AOD_55,PW,QV2M,T2M,RH2M,WS50M,PS,TOA_SW_DWN,ALLSKY_SFC_SW_DWN
26-11-2020,Haryana,30.7333,76.7794,52.2,0.61,1.83,6.83,15.23,62.56,4.21,97.05,5.7526,2.5234
27-11-2020,Haryana,30.7333,76.7794,2.97,0.08,0.96,4.78,16.79,41.87,5.71,97.09,5.7221,4.0123
28-11-2020,Haryana,30.7333,76.7794,13.91,0.05,0.88,3.63,16.07,33.51,4.88,96.91,5.693,4.1635
29-11-2020,Haryana,30.7333,76.7794,44.64,0.09,1.1,4.34,16.65,37.17,3.21,96.82,5.6652,3.4032
30-11-2020,Haryana,30.7333,76.7794,9.67,0.04,1.31,4.63,17.02,39.09,4.59,96.73,5.6393,4.0133
01-12-2020,Haryana,30.7333,76.7794,5.17,0.1,1.29,5,17.61,40.77,4.44,96.74,5.6148,3.9014
02-12-2020,Haryana,30.7333,76.7794,3.31,0.1,1.03,5.33,17.63,43.09,6.75,96.55,5.5915,3.9938
03-12-2020,Haryana,30.7333,76.7794,24.22,0.1,0.98,5.39,17.96,42.79,4.06,96.47,5.5692,3.7644
04-12-2020,Haryana,30.7333,76.7794,27.64,0.23,1.24,5.09,18.6,38.62,2.94,96.36,5.5478,3.5551
05-12-2020,Haryana,30.7333,76.7794,61.8,0.31,1.39,5.06,18.16,39.27,4.69,96.46,5.527,3.2225
06-12-2020,Haryana,30.7333,76.7794,27.81,0.25,1.48,5.23,18.17,40.49,4.86,96.67,5.507,3.4817
07-12-2020,Haryana,30.7333,76.7794,17.64,0.14,1.52,5.22,17.64,42.13,6.25,96.75,5.4883,3.7034
08-12-2020,Haryana,30.7333,76.7794,27.51,0.16,1.42,5.26,18.63,39.31,3.01,96.76,5.4713,3.5952
09-12-2020,Haryana,30.7333,76.7794,61.55,0.17,1.69,6,19.13,43.06,4.7,96.59,5.4554,3.2609
10-12-2020,Haryana,30.7333,76.7794,3.73,0.11,1.88,6.48,19.06,47.54,4.76,96.57,5.441,3.7536
11-12-2020,Haryana,30.7333,76.7794,25.16,0.13,1.87,6.07,19.06,44.59,3.27,96.52,5.4278,3.6514
12-12-2020,Haryana,30.7333,76.7794,44.28,0.59,1.78,7.79,16.27,66.27,3.71,96.6,5.4158,3.0787
13-12-2020,Haryana,30.7333,76.7794,73.36,0.06,0.99,6.01,13.39,63.37,4.44,96.55,5.405,1.5948
14-12-2020,Haryana,30.7333,76.7794,88.48,0.03,0.67,4.69,12.11,55.03,4.7,96.64,5.3957,1.4714
15-12-2020,Haryana,30.7333,76.7794,41.82,0.08,0.63,3.83,11.38,46.69,3.87,96.82,5.3878,3.6391
16-12-2020,Haryana,30.7333,76.7794,77.89,0.12,0.4,3.57,10.83,45.88,6.96,97.04,5.381,2.6765
17-12-2020,Haryana,30.7333,76.7794,47.17,0.04,0.38,3,10.46,40.09,7.19,96.9,5.3755,3.5477
18-12-2020,Haryana,30.7333,76.7794,21.55,0.04,0.53,2.74,10.89,35.38,7.76,96.74,5.3714,3.9864
19-12-2020,Haryana,30.7333,76.7794,5.9,0.04,0.67,2.49,11.69,31.53,7.49,96.84,5.3686,3.9989
20-12-2020,Haryana,30.7333,76.7794,57.02,0.1,0.8,2.78,13.86,30.1,7.27,96.87,5.3674,3.6216
21-12-2020,Haryana,30.7333,76.7794,51.07,0.13,0.9,3.63,13.52,38.05,5.51,96.66,5.3674,3.4152
22-12-2020,Haryana,30.7333,76.7794,22.63,0.09,0.61,3.81,14.29,39.2,5.05,96.59,5.3688,3.7075
23-12-2020,Haryana,30.7333,76.7794,13.05,0.11,0.58,3.57,14.16,36.57,3.53,96.54,5.3714,3.7577
24-12-2020,Haryana,30.7333,76.7794,9.79,0.07,0.45,3.67,13.38,38.84,4.3,96.6,5.375,3.8813
25-12-2020,Haryana,30.7333,76.7794,26.4,0.05,0.5,3.72,12.95,41.77,5.25,96.66,5.3798,3.7658
26-12-2020,Haryana,30.7333,76.7794,46.39,0.13,0.56,3.22,13.81,33.04,3.51,96.57,5.3861,2.9722
27-12-2020,Haryana,30.7333,76.7794,72.09,0.39,1.17,3.9,14.12,38.93,4.26,96.35,5.394,3.0235
28-12-2020,Haryana,30.7333,76.7794,20.96,0.44,0.48,4.6,9.56,61.94,3.3,96.65,5.4034,2.9491
29-12-2020,Haryana,30.7333,76.7794,27.12,0.13,0.49,3.83,10.17,50.52,5.43,96.72,5.4144,3.6115
30-12-2020,Haryana,30.7333,76.7794,73.26,0.06,0.39,3.35,9.7,46.56,4.65,96.84,5.4266,2.6071
31-12-2020,Haryana,30.7333,76.7794,78.15,0.06,0.38,2.99,12.26,35.24,4,96.75,5.4398,3.2273
01-01-2021,Haryana,30.7333,76.7794,78.52,0.25,0.68,3.04,12.82,32.84,2.28,96.75,5.4542,2.1814
02-01-2021,Haryana,30.7333,76.7794,99.45,0.84,2.13,5.24,12.72,55.1,3.93,96.72,5.4701,0.8333
03-01-2021,Haryana,30.7333,76.7794,70.75,1.84,2.59,8.25,14.5,77.2,7.22,96.53,5.4869,1.9572
04-01-2021,Haryana,30.7333,76.7794,74.15,0.57,2.86,8.74,16.62,73.28,5.29,96.7,5.5046,2.7847
05-01-2021,Haryana,30.7333,76.7794,97.11,1.85,2.93,8.78,15.32,78.4,7.06,96.69,5.5241,0.9838
06-01-2021,Haryana,30.7333,76.7794,64.69,0.74,1.87,8.48,15.62,75.64,4.64,96.61,5.5447,2.1674
07-01-2021,Haryana,30.7333,76.7794,92.68,0.21,1.33,6.76,14.72,64.2,3.22,96.48,5.5666,1.7213
08-01-2021,Haryana,30.7333,76.7794,57.42,0.21,1.35,5.93,14.71,57.02,2.27,96.48,5.5896,3.2023
09-01-2021,Haryana,30.7333,76.7794,72.11,0.13,1.35,5.88,15.64,51.6,3.29,96.58,5.6141,2.6587
10-01-2021,Haryana,30.7333,76.7794,93.24,0.07,0.61,5.68,13.72,57.74,5.13,96.54,5.6395,2.2303
11-01-2021,Haryana,30.7333,76.7794,68.56,0.03,0.54,4.18,12.29,49.07,6.01,96.57,5.6664,3.3149
12-01-2021,Haryana,30.7333,76.7794,84.2,0.03,0.54,4.04,11.9,48.76,7.26,96.59,5.6945,2.5834
13-01-2021,Haryana,30.7333,76.7794,80.38,0.02,0.41,3.4,11.45,42.85,7.53,96.5,5.7235,2.8517
14-01-2021,Haryana,30.7333,76.7794,93.65,0.08,0.6,3.46,12.89,38.58,3.76,96.55,5.7538,2.5958
15-01-2021,Haryana,30.7333,76.7794,75.26,0.14,0.79,3.88,13.53,40.9,3.21,96.45,5.7854,2.9558
16-01-2021,Haryana,30.7333,76.7794,95.07,0.07,0.46,3.67,13.79,39.25,4.62,96.28,5.8178,2.3242
17-01-2021,Haryana,30.7333,76.7794,65.36,0.17,0.62,3.42,11.7,40.52,4.85,96.56,5.8517,3.1946
18-01-2021,Haryana,30.7333,76.7794,47.41,0.35,1.62,3.84,13.39,39.47,3.26,96.72,5.8862,3.3866
19-01-2021,Haryana,30.7333,76.7794,17,0.18,1.22,4.48,15.01,42.77,6.73,96.42,5.9222,3.9895
20-01-2021,Haryana,30.7333,76.7794,45.16,0.06,0.68,4.4,13.94,45.73,8.39,96.42,5.9587,3.8602
21-01-2021,Haryana,30.7333,76.7794,39.9,0.05,0.55,3.91,13.28,42.97,7.03,96.32,5.9964,4.1095
22-01-2021,Haryana,30.7333,76.7794,90.6,0.22,0.95,3.49,13.47,36.57,4.36,96.46,6.035,2.5882
23-01-2021,Haryana,30.7333,76.7794,74.48,0.39,1.39,3.92,14.46,38.74,6.52,96.29,6.0751,3.2162
24-01-2021,Haryana,30.7333,76.7794,90.13,0.19,0.86,4.63,12.61,51.23,2.96,96.6,6.1157,2.1451
25-01-2021,Haryana,30.7333,76.7794,47.37,0.04,0.73,4.25,12.45,47.7,2.83,96.75,6.1572,3.8518
26-01-2021,Haryana,30.7333,76.7794,18.59,0.07,0.66,3.76,12.63,42.95,4.07,96.71,6.1994,4.2751
27-01-2021,Haryana,30.7333,76.7794,7.03,0.1,0.48,3.13,12.77,35.88,4.49,96.69,6.2426,4.5286
28-01-2021,Haryana,30.7333,76.7794,37.33,0.13,0.44,2.94,12.66,33.6,3.44,96.8,6.2866,3.7238
29-01-2021,Haryana,30.7333,76.7794,27.86,0.11,0.37,3.38,11.57,41.12,7.55,96.82,6.3312,4.3286
30-01-2021,Haryana,30.7333,76.7794,22.04,0.09,0.37,3.35,12.17,40.09,7.91,96.67,6.3766,4.7436
31-01-2021,Haryana,30.7333,76.7794,19.57,0.12,0.59,3.31,13.46,36.44,4.96,96.73,6.4226,4.7333
01-02-2021,Haryana,30.7333,76.7794,9.59,0.22,0.72,3.36,14.66,33.63,5.94,96.92,6.4694,4.555
02-02-2021,Haryana,30.7333,76.7794,35.8,0.25,0.87,3.65,15.85,33.67,3.78,96.73,6.517,4.3416
03-02-2021,Haryana,30.7333,76.7794,79.95,0.61,1.14,4.34,15.65,40.43,6.04,96.68,6.5652,3.0422
04-02-2021,Haryana,30.7333,76.7794,90.74,0.63,1.55,5.83,13.37,59.51,4.84,96.76,6.6142,1.572
05-02-2021,Haryana,30.7333,76.7794,33.64,0.31,0.91,5.56,12.05,63.07,3.74,96.85,6.6638,4.4988
06-02-2021,Haryana,30.7333,76.7794,7.16,0.15,0.72,4.98,12.61,55.59,7.09,96.84,6.714,4.8046
07-02-2021,Haryana,30.7333,76.7794,5.63,0.07,0.6,4.61,13.84,48.56,6.93,96.75,6.7646,5.0652
08-02-2021,Haryana,30.7333,76.7794,26.05,0.12,0.91,4.55,15.66,42.11,5.11,96.76,6.816,4.8605
09-02-2021,Haryana,30.7333,76.7794,70.97,0.19,0.97,5.11,16.71,44.38,6.17,96.45,6.8678,4.1114
10-02-2021,Haryana,30.7333,76.7794,33.01,0.15,0.74,4.95,17.04,41.87,3.82,96.45,6.9204,4.7902
11-02-2021,Haryana,30.7333,76.7794,49.28,0.15,0.8,5.46,17.63,43.68,4.02,96.46,6.9732,4.3666
12-02-2021,Haryana,30.7333,76.7794,71.4,0.19,0.68,5.26,18.01,42.52,4.71,96.51,7.0267,3.8724
13-02-2021,Haryana,30.7333,76.7794,81.57,0.32,0.67,5.52,18.74,41.16,3.32,96.54,7.0802,3.7318
14-02-2021,Haryana,30.7333,76.7794,46.93,0.32,0.64,5.6,18.27,43.06,2.94,96.54,7.1347,4.0075
15-02-2021,Haryana,30.7333,76.7794,51.74,0.3,0.6,4.83,17.9,38.98,4.02,96.4,7.1892,4.3519
16-02-2021,Haryana,30.7333,76.7794,33.78,0.32,0.57,5.07,18.21,40.05,4.13,96.38,7.2442,4.6385
17-02-2021,Haryana,30.7333,76.7794,40.94,0.25,0.63,5.4,18.1,42.5,3.6,96.54,7.2994,4.8545
18-02-2021,Haryana,30.7333,76.7794,38.42,0.36,0.66,5.04,18.4,39.62,4.59,96.83,7.3548,4.6092
19-02-2021,Haryana,30.7333,76.7794,35.14,0.22,0.64,5.31,17.62,43.15,5.2,97,7.4105,5.057
20-02-2021,Haryana,30.7333,76.7794,52.61,0.23,0.84,5.58,17.87,44.83,5.2,96.94,7.4666,4.4383
21-02-2021,Haryana,30.7333,76.7794,46.52,0.2,1.1,5.47,17.97,44.21,7.01,96.75,7.5228,5.0285
22-02-2021,Haryana,30.7333,76.7794,32.04,0.2,1.23,5.57,19.74,40.02,6.09,96.57,7.579,5.1569
23-02-2021,Haryana,30.7333,76.7794,49.92,0.2,1.26,5.24,21.1,35.56,4.92,96.37,7.6349,4.6001
24-02-2021,Haryana,30.7333,76.7794,31.43,0.2,1.08,4.83,21.73,31.67,4.95,96.27,7.6915,5.5181
25-02-2021,Haryana,30.7333,76.7794,27.46,0.19,1.14,5.3,22.19,32.82,6.36,96.13,7.7479,5.4835
26-02-2021,Haryana,30.7333,76.7794,37.37,0.18,1.59,6.15,22.67,36.84,6.27,95.88,7.8048,5.5174
27-02-2021,Haryana,30.7333,76.7794,45.46,0.21,1.61,7.29,22.18,44.11,4.19,95.85,7.8619,5.3909
28-02-2021,Haryana,30.7333,76.7794,28.51,0.1,0.71,4.64,20.42,32.07,3.82,96.17,7.9186,5.9645
01-03-2021,Haryana,30.7333,76.7794,10.82,0.09,0.52,3.91,18.85,30.1,6.58,96.5,7.975,6.0516
02-03-2021,Haryana,30.7333,76.7794,2.18,0.05,0.57,4.35,19.42,32.57,9.7,96.45,8.0314,6.2309
03-03-2021,Haryana,30.7333,76.7794,0.71,0.09,0.77,4.29,20.77,30.3,7.08,96.29,8.0878,6.1702
04-03-2021,Haryana,30.7333,76.7794,5.61,0.13,0.79,4.1,21.87,26.76,5.31,96.34,8.1444,6.0684
05-03-2021,Haryana,30.7333,76.7794,0.32,0.12,0.72,4.34,21.81,27.88,8.59,96.26,8.2008,6.0792
06-03-2021,Haryana,30.7333,76.7794,15.52,0.13,1,4.45,21.89,29.88,7.47,96.16,8.257,6.0869
07-03-2021,Haryana,30.7333,76.7794,87.26,0.35,1.57,5.81,23.25,33.74,7.95,96.15,8.3134,4.1916
08-03-2021,Haryana,30.7333,76.7794,31.9,0.25,1.43,7.33,21.54,46.93,6.83,96.39,8.3695,5.725
09-03-2021,Haryana,30.7333,76.7794,32.65,0.19,1.33,6.35,24.28,34.61,3.13,96.4,8.4254,5.6033
10-03-2021,Haryana,30.7333,76.7794,41.48,0.27,1.22,6.79,24.04,36.51,3.39,96.39,8.4811,5.2034
11-03-2021,Haryana,30.7333,76.7794,12.01,0.17,0.85,5.77,24.24,32.14,3.24,96.48,8.5368,6.2916
12-03-2021,Haryana,30.7333,76.7794,89.61,0.52,1.61,5.96,22.11,36.63,5.19,96.77,8.592,2.2104
13-03-2021,Haryana,30.7333,76.7794,45.39,0.23,1.17,6.37,23.42,37.45,5.17,96.73,8.647,4.8586
14-03-2021,Haryana,30.7333,76.7794,30.75,0.35,1.33,5.58,22.8,33.71,6.45,96.41,8.7014,6.0144
15-03-2021,Haryana,30.7333,76.7794,73.59,0.44,1.23,5.82,22.77,34.45,6.26,96.31,8.7562,5.2109
16-03-2021,Haryana,30.7333,76.7794,82,0.5,1.47,6.05,24.28,33.03,7.13,96.32,8.8106,5.1391
17-03-2021,Haryana,30.7333,76.7794,68.48,0.43,1.55,5.99,24.98,31.26,6.33,96.2,8.8644,5.6016
18-03-2021,Haryana,30.7333,76.7794,83.13,0.26,1.04,5.37,24.91,28.43,4.86,96.24,8.9184,5.7552
19-03-2021,Haryana,30.7333,76.7794,75.24,0.33,1.02,5.16,25.5,26.36,4.98,96.19,8.9717,5.6002
20-03-2021,Haryana,30.7333,76.7794,15.01,0.22,0.96,5.94,25.12,30.97,6.57,96.03,9.0245,6.4788
21-03-2021,Haryana,30.7333,76.7794,87.42,0.44,1.01,5.9,25.84,29.28,3.86,96,9.077,5.3119
22-03-2021,Haryana,30.7333,76.7794,96.6,0.64,1.52,7.24,25.06,37.5,5.13,96.31,9.1289,3.5986
23-03-2021,Haryana,30.7333,76.7794,86.39,0.65,2.15,7.45,22.97,42.29,4.07,96.5,9.1807,2.7883
24-03-2021,Haryana,30.7333,76.7794,52.86,0.27,1.48,5.93,23.14,35.36,5.22,96.54,9.2318,6.4663
25-03-2021,Haryana,30.7333,76.7794,81.65,0.23,1.05,5.64,22.34,35.75,8.1,96.43,9.2825,5.8754
26-03-2021,Haryana,30.7333,76.7794,23.09,0.24,1.13,5.72,23.17,33.82,6.77,96.24,9.3326,6.503
27-03-2021,Haryana,30.7333,76.7794,19,0.22,1.42,6.14,25.67,30.52,5.58,96.09,9.3823,6.6689
28-03-2021,Haryana,30.7333,76.7794,36.02,0.37,1.6,7.51,27.59,33.28,4.34,95.86,9.4315,6.2014
29-03-2021,Haryana,30.7333,76.7794,66.82,0.35,1.22,6.07,27.91,27.31,5.74,95.65,9.4802,5.8627
30-03-2021,Haryana,30.7333,76.7794,32.53,0.22,0.81,4.83,27.91,21.42,5.51,95.22,9.5282,6.6062
31-03-2021,Haryana,30.7333,76.7794,7.38,0.05,0.26,3.26,25.74,18.51,9.8,95.34,9.5758,7.7777
01-04-2021,Haryana,30.7333,76.7794,5.22,0.05,0.27,2.6,23.77,16.43,8.77,95.4,9.6228,7.7813
02-04-2021,Haryana,30.7333,76.7794,18.43,0.02,0.38,2.11,23.28,13.94,5.82,95.68,9.6689,7.4914
03-04-2021,Haryana,30.7333,76.7794,14.6,0.03,0.34,2.04,23.81,12.11,6.21,96.01,9.715,7.6186
04-04-2021,Haryana,30.7333,76.7794,38.63,0.2,0.84,2.55,24.99,14,7.41,96.09,9.7603,7.0457
05-04-2021,Haryana,30.7333,76.7794,88.15,0.47,1.11,5.52,27.89,23.6,5.91,96.04,9.8054,5.4341
06-04-2021,Haryana,30.7333,76.7794,92.48,0.66,1.3,6.75,27.07,30.64,6.79,95.93,9.8498,3.5424
07-04-2021,Haryana,30.7333,76.7794,38.51,0.28,1.12,5.79,26.17,29.98,6.25,96.16,9.8933,6.9502
08-04-2021,Haryana,30.7333,76.7794,45.13,0.09,0.67,4.31,25.13,23.04,6.64,96.06,9.9365,7.5802
09-04-2021,Haryana,30.7333,76.7794,37.36,0.09,0.83,3.51,26.01,18.57,7.44,96.14,9.979,7.577
10-04-2021,Haryana,30.7333,76.7794,32.9,0.14,0.9,3.99,26.82,19.64,7.52,96.26,10.0212,7.428
11-04-2021,Haryana,30.7333,76.7794,47.78,0.24,0.8,4.67,28.41,20.32,6.91,96.25,10.0625,7.2324
12-04-2021,Haryana,30.7333,76.7794,75.71,0.44,1.22,5.61,29.74,21.96,6.82,96.33,10.1035,6.5326
13-04-2021,Haryana,30.7333,76.7794,75.28,0.34,1.17,5.62,30.16,21.41,7.81,96.12,10.1436,6.5412
14-04-2021,Haryana,30.7333,76.7794,77.25,0.37,1.43,6.64,30.72,25,7.95,95.96,10.1832,6.6588
15-04-2021,Haryana,30.7333,76.7794,92.03,0.46,1.06,6.16,30.96,22.58,6.1,95.91,10.2226,5.9791
16-04-2021,Haryana,30.7333,76.7794,96.43,0.64,1.43,6.23,29.58,25.6,4.89,95.9,10.2612,5.0352
17-04-2021,Haryana,30.7333,76.7794,79.34,0.78,1.94,8.22,25.98,39.86,6.18,96.16,10.2994,4.8326
18-04-2021,Haryana,30.7333,76.7794,32.15,0.23,1.48,7.65,26.7,36.56,4.38,96.3,10.3363,7.0354
19-04-2021,Haryana,30.7333,76.7794,47.87,0.13,1.32,5.82,27.84,26.37,6.43,95.92,10.3723,7.229
20-04-2021,Haryana,30.7333,76.7794,99.31,0.59,2.06,5.68,23.71,31.6,5.09,95.87,10.4081,2.0947
21-04-2021,Haryana,30.7333,76.7794,76.62,1.08,2.31,9.19,23.3,51.84,4.67,95.96,10.4436,5.2781
22-04-2021,Haryana,30.7333,76.7794,62.84,0.27,1.51,8.52,23.97,46.43,3.45,96.26,10.4782,5.6592
23-04-2021,Haryana,30.7333,76.7794,60.22,0.55,1.51,8.23,23.18,46.59,6.1,96.14,10.5122,4.709
24-04-2021,Haryana,30.7333,76.7794,13.79,0.17,0.8,6.17,24.5,35.57,6.51,96.15,10.5456,8.0551
25-04-2021,Haryana,30.7333,76.7794,7.18,0.06,0.61,5.27,26.38,27.48,6.99,96.13,10.5775,8.3621
26-04-2021,Haryana,30.7333,76.7794,2.6,0.11,0.76,5.81,28.57,25.66,6.05,95.96,10.6087,8.2298
27-04-2021,Haryana,30.7333,76.7794,28.7,0.2,1.04,6.91,30.5,26.61,6.85,95.87,10.6404,7.8391
28-04-2021,Haryana,30.7333,76.7794,59.25,0.31,1.2,7.46,32.03,26.46,5.86,95.95,10.6716,6.9962
29-04-2021,Haryana,30.7333,76.7794,79.84,0.3,1.6,7.65,32.47,25.63,5.24,95.94,10.7018,5.5606
30-04-2021,Haryana,30.7333,76.7794,70.19,0.46,1.82,8,31.66,28.6,3.86,95.89,10.7311,7.0805
01-05-2021,Haryana,30.7333,76.7794,97.17,0.75,1.74,8.24,31.49,29.2,3.12,95.89,10.7592,5.5709
02-05-2021,Haryana,30.7333,76.7794,80.12,0.67,2.14,9.2,31.19,32.52,3.38,95.92,10.787,6.4805
03-05-2021,Haryana,30.7333,76.7794,84.12,0.81,2.38,9.21,30.74,34.05,4.25,95.81,10.8142,6.1505
04-05-2021,Haryana,30.7333,76.7794,88.87,0.61,2.48,9.46,31.03,34.22,4.15,95.68,10.8406,5.0237
05-05-2021,Haryana,30.7333,76.7794,65.21,0.42,2.42,9.55,30.33,36.15,3.83,95.81,10.8667,6.2098
06-05-2021,Haryana,30.7333,76.7794,67.99,0.43,2.39,9.52,30.42,34.84,2.79,95.96,10.8919,5.8114
07-05-2021,Haryana,30.7333,76.7794,57.37,0.52,2.23,10.05,28.75,41.29,2.89,96.17,10.9166,6.8743
08-05-2021,Haryana,30.7333,76.7794,60.46,0.36,1.96,9.49,29.9,36.72,3.19,95.99,10.9406,7.1928
09-05-2021,Haryana,30.7333,76.7794,58.65,0.4,2.19,9.19,30.47,34.1,3.63,95.79,10.9642,6.6998
10-05-2021,Haryana,30.7333,76.7794,74.39,0.42,1.95,8.98,31.53,31.29,2.1,95.63,10.9867,5.1384
11-05-2021,Haryana,30.7333,76.7794,87.45,0.49,2.44,8.85,30.59,32.99,4.8,95.58,11.0088,5.093
12-05-2021,Haryana,30.7333,76.7794,91.03,0.5,2.19,8.98,30.96,32.4,3.49,95.37,11.0304,3.8429
13-05-2021,Haryana,30.7333,76.7794,75.52,0.36,2.48,10.88,27.65,45.85,2.04,95.59,11.0518,4.0373
14-05-2021,Haryana,30.7333,76.7794,30.99,0.25,1.62,9.25,28.34,39.6,3.68,95.58,11.0724,7.9536
15-05-2021,Haryana,30.7333,76.7794,64.51,0.38,1.81,8.5,30.17,32.45,4.05,95.69,11.0926,6.227
16-05-2021,Haryana,30.7333,76.7794,44.8,0.35,1.92,7.8,30.98,29.02,4.91,95.82,11.112,7.524
17-05-2021,Haryana,30.7333,76.7794,20.9,0.35,2.04,7.45,32.87,25.21,4.8,95.74,11.131,7.7834
18-05-2021,Haryana,30.7333,76.7794,92.36,0.31,2.98,8.08,31.15,28.04,5.38,95.73,11.1492,3.7346
19-05-2021,Haryana,30.7333,76.7794,99.25,0.3,3.55,10.83,27.56,46.42,3.31,95.67,11.1665,2.4526
20-05-2021,Haryana,30.7333,76.7794,60.11,0.26,3.17,11.88,28.09,50.83,3.84,95.4,11.1828,6.871
21-05-2021,Haryana,30.7333,76.7794,33.42,0.26,2.95,10.8,28.58,45.68,4.05,95.67,11.1984,7.4268
22-05-2021,Haryana,30.7333,76.7794,56.55,0.17,2.38,8.88,29.84,35.02,4.08,95.65,11.2135,7.8782
23-05-2021,Haryana,30.7333,76.7794,87.98,0.3,1.86,8.53,29.38,34.45,4.89,95.69,11.2284,5.0011
24-05-2021,Haryana,30.7333,76.7794,14.28,0.2,1.47,7.82,29.72,31.37,9.08,95.71,11.2426,8.2474
25-05-2021,Haryana,30.7333,76.7794,8.52,0.11,1.1,6.41,30.97,24.82,8.98,95.43,11.2565,8.407
26-05-2021,Haryana,30.7333,76.7794,12.78,0.12,1.43,6.75,32.48,22.65,4.76,95.19,11.269,8.4722
27-05-2021,Haryana,30.7333,76.7794,20.65,0.15,1.3,6.67,33.63,21.42,4.79,95.18,11.2822,8.2742
28-05-2021,Haryana,30.7333,76.7794,33.3,0.24,2.26,8.35,32.17,27.75,4.33,95.42,11.2946,7.6661
29-05-2021,Haryana,30.7333,76.7794,56.35,0.46,3.27,14.15,30.88,49.88,5.96,95.57,11.3062,7.1981
30-05-2021,Haryana,30.7333,76.7794,57.51,0.51,3.4,14.55,31.08,51.02,4.15,95.54,11.316,7.0968
31-05-2021,Haryana,30.7333,76.7794,58.08,0.42,2.99,12.35,33.55,38.38,2.47,95.22,11.3258,7.2466
01-06-2021,Haryana,30.7333,76.7794,84.71,0.49,3.01,11.96,30.08,45.59,3.65,95.52,11.3354,4.6082
02-06-2021,Haryana,30.7333,76.7794,60.6,0.41,2.51,11.02,30.74,40.03,3.06,95.62,11.3446,7.4357
03-06-2021,Haryana,30.7333,76.7794,75.45,0.36,2.61,11.34,30.82,41.11,3.51,95.8,11.3527,5.4034
04-06-2021,Haryana,30.7333,76.7794,96.29,0.37,2.54,11.78,31.65,40.87,3.34,95.74,11.3609,5.0746
05-06-2021,Haryana,30.7333,76.7794,83.44,0.36,2.52,12.22,31.73,42.13,2.64,95.61,11.3681,6.5911
06-06-2021,Haryana,30.7333,76.7794,52.53,0.25,3.02,12.14,32.31,40.42,3.68,95.51,11.3758,7.6522
07-06-2021,Haryana,30.7333,76.7794,88.3,0.25,2.8,13.81,32.8,43.19,4.7,95.29,11.3815,6.7618
08-06-2021,Haryana,30.7333,76.7794,71.82,0.36,2.95,12.89,34.98,36.76,7.5,95.03,11.387,7.1177
09-06-2021,Haryana,30.7333,76.7794,53.97,0.44,3.43,13.64,36.02,36.01,5.74,94.9,11.3923,7.0339
10-06-2021,Haryana,30.7333,76.7794,76.63,0.64,4.27,16.47,33.35,50.68,4.06,94.97,11.3978,6.3235
11-06-2021,Haryana,30.7333,76.7794,70.17,0.69,3.91,17.05,31.96,56.22,3.35,94.98,11.4022,6.8086
12-06-2021,Haryana,30.7333,76.7794,72.79,0.53,3.85,17.98,31.01,62.28,4.17,95.08,11.4053,6.8417
13-06-2021,Haryana,30.7333,76.7794,70.24,0.45,3.75,15.78,31.18,54.97,4.71,95.16,11.4084,5.0076
14-06-2021,Haryana,30.7333,76.7794,43.69,0.16,3.38,13.03,32.05,43.66,3.67,94.95,11.411,7.6116
15-06-2021,Haryana,30.7333,76.7794,70.38,0.3,3.42,12.95,31.95,43.55,3.95,94.7,11.4127,6.9533
16-06-2021,Haryana,30.7333,76.7794,80.14,0.36,4.06,15.4,27.78,63.92,3.9,95.08,11.4144,3.8688
17-06-2021,Haryana,30.7333,76.7794,61.64,0.21,3.49,14.62,31.08,51.41,2.17,95.21,11.4149,6.3367
18-06-2021,Haryana,30.7333,76.7794,73.56,0.33,3.41,14.97,30.53,54.27,3.18,95.3,11.4151,6.2292
19-06-2021,Haryana,30.7333,76.7794,64.18,0.33,3.01,15.01,30.01,56.18,2.2,95.29,11.4146,6.9982
20-06-2021,Haryana,30.7333,76.7794,67.03,0.34,2.95,13.78,30.89,49.84,3.12,95.3,11.4137,7.1712
21-06-2021,Haryana,30.7333,76.7794,77.75,0.34,2.81,11.79,31.64,40.81,5.07,95.38,11.413,7.0848
22-06-2021,Haryana,30.7333,76.7794,56.27,0.33,2.81,11.99,32.28,40.12,5.68,95.33,11.4115,7.4518
23-06-2021,Haryana,30.7333,76.7794,25.8,0.21,2.05,10.99,33.63,34.3,3.47,95.36,11.4103,8.0412
24-06-2021,Haryana,30.7333,76.7794,69.68,0.38,2.76,11.55,32.49,37.29,2.77,95.37,11.4077,6.3146
25-06-2021,Haryana,30.7333,76.7794,39.12,0.29,3.87,11.92,33.1,37.33,3.05,95.26,11.405,7.663
26-06-2021,Haryana,30.7333,76.7794,55.08,0.26,3.51,14.14,31.6,48.07,3.85,95.47,11.4005,6.7678
27-06-2021,Haryana,30.7333,76.7794,41.6,0.27,2.54,13.36,32.5,43.86,4.59,95.66,11.3952,7.7486
28-06-2021,Haryana,30.7333,76.7794,46.75,0.29,2.37,12.39,33.39,38.65,5.1,95.52,11.3897,7.5871
29-06-2021,Haryana,30.7333,76.7794,28.68,0.19,2.4,12.05,34.08,36.84,7.15,95.17,11.3825,8.0064
30-06-2021,Haryana,30.7333,76.7794,38.16,0.23,3.25,12.04,34.91,34.73,8.05,94.9,11.3748,7.7026
01-07-2021,Haryana,30.7333,76.7794,40.33,0.39,3.5,12.99,35.04,36.96,5.27,94.77,11.3683,7.2281
